review_id,product_id,review_text,rating,date
R0483,P0001,The product was decent but packaging was bad.,4,2023-10-02
R0484,P0016,Perfect product! Worth every rupee.,5,2024-08-11
R0485,P0047,Amazing! Would buy again.,5,2023-12-28
R0486,P0028,Fast delivery and great performance.,4,2023-02-01
R0487,P0018,Perfect product! Worth every rupee.,4,2024-04-23
R0488,P0015,The product was decent but packaging was bad.,1,2024-05-22
R0489,P0011,Excellent quality and delivery!,1,2023-01-01
R0490,P0036,Absolutely loved it! Highly recommend.,4,2023-12-03
R0491,P0021,Exceeded expectations!,2,2023-09-11
R0492,P0008,Amazing! Would buy again.,1,2023-05-31
R0493,P0020,Item was defective upon arrival.,1,2023-10-14
R0494,P0044,Very poor customer support experience.,4,2024-08-21
R0495,P0032,Amazing! Would buy again.,3,2024-08-14
R0496,P0046,Good value for money and works as expected.,3,2024-01-05
R0497,P0044,Amazing! Would buy again.,1,2023-03-30
R0498,P0048,Very poor customer support experience.,5,2023-09-07
R0499,P0033,Item was defective upon arrival.,4,2023-12-15
R0500,P0003,Exceeded expectations!,1,2024-03-02
R0501,P0050,The product was decent but packaging was bad.,5,2023-04-16
R0502,P0032,Perfect product! Worth every rupee.,4,2024-04-26
R0503,P0032,Fast delivery and great performance.,3,2023-04-05
R0504,P0036,Average quality for the price.,5,2024-04-17
R0505,P0006,Exceeded expectations!,5,2023-03-02
R0506,P0041,Good value for money and works as expected.,4,2023-01-22
R0507,P0042,It stopped working after a week.,4,2023-09-06
R0508,P0049,Absolutely loved it! Highly recommend.,4,2023-10-27
R0509,P0018,Amazing! Would buy again.,1,2024-01-04
R0510,P0020,Amazing! Would buy again.,2,2023-07-23
R0511,P0043,Not satisfied. Received wrong color.,3,2024-03-06
R0512,P0021,Item was defective upon arrival.,5,2023-09-17
R0513,P0044,Not satisfied. Received wrong color.,2,2023-08-31
R0514,P0047,Average quality for the price.,3,2024-09-01
R0515,P0021,Not satisfied. Received wrong color.,5,2023-09-20
R0516,P0013,Amazing! Would buy again.,5,2024-02-24
R0517,P0005,Amazing! Would buy again.,1,2024-04-01
R0518,P0028,Good value for money and works as expected.,4,2024-02-29
R0519,P0001,Perfect product! Worth every rupee.,5,2023-10-19
R0520,P0040,Excellent quality and delivery!,5,2024-09-22
R0521,P0031,Item was defective upon arrival.,3,2024-06-09
R0522,P0035,Terrible experience overall.,3,2023-12-20
R0523,P0025,Average quality for the price.,5,2023-08-29
R0524,P0024,It stopped working after a week.,4,2023-08-02
R0525,P0028,Fast delivery and great performance.,3,2024-04-01
R0526,P0022,Battery life could be better.,2,2024-08-21
R0527,P0011,Excellent quality and delivery!,3,2023-10-14
R0528,P0042,Excellent quality and delivery!,5,2023-12-19
R0529,P0045,Amazing! Would buy again.,1,2023-11-14
R0530,P0011,Exceeded expectations!,3,2024-01-14
R0531,P0002,The product was decent but packaging was bad.,5,2024-05-07
R0532,P0016,Excellent quality and delivery!,4,2024-01-23
R0533,P0013,Average quality for the price.,1,2024-03-16
R0534,P0040,Average quality for the price.,2,2023-12-13
R0535,P0033,Very poor customer support experience.,1,2023-01-17
R0536,P0018,Very poor customer support experience.,2,2024-09-21
R0537,P0036,Fast delivery and great performance.,4,2023-01-30
R0538,P0040,Fast delivery and great performance.,5,2024-07-16
R0539,P0017,Battery life could be better.,2,2023-05-27
R0540,P0041,Average quality for the price.,2,2023-12-02
R0541,P0040,It stopped working after a week.,2,2023-12-05
R0542,P0034,Perfect product! Worth every rupee.,4,2023-07-18
R0543,P0033,The product was decent but packaging was bad.,1,2024-04-23
R0544,P0017,Battery life could be better.,1,2023-01-19
R0545,P0011,Exceeded expectations!,2,2024-10-15
R0546,P0030,Absolutely loved it! Highly recommend.,3,2024-04-16
R0547,P0024,Item was defective upon arrival.,3,2023-11-27
R0548,P0037,It stopped working after a week.,4,2024-02-15
R0549,P0041,Absolutely loved it! Highly recommend.,2,2024-03-25
R0550,P0037,Average quality for the price.,4,2023-07-14
R0551,P0021,It stopped working after a week.,3,2023-03-03
R0552,P0002,Good value for money and works as expected.,3,2024-08-12
R0553,P0025,Good value for money and works as expected.,3,2024-09-17
R0554,P0039,The product was decent but packaging was bad.,5,2024-05-06
R0555,P0049,Absolutely loved it! Highly recommend.,5,2023-03-01
R0556,P0043,Exceeded expectations!,5,2024-09-19
R0557,P0049,Amazing! Would buy again.,2,2023-08-18
R0558,P0040,Amazing! Would buy again.,1,2024-07-26
R0559,P0004,Excellent quality and delivery!,1,2024-09-22
R0560,P0022,Amazing! Would buy again.,5,2023-10-20
R0561,P0008,Terrible experience overall.,2,2023-07-31
R0562,P0027,The product was decent but packaging was bad.,5,2024-08-28
R0563,P0044,Terrible experience overall.,4,2023-05-11
R0564,P0016,Fast delivery and great performance.,1,2024-08-16
R0565,P0007,Absolutely loved it! Highly recommend.,3,2024-09-30
R0566,P0005,Item was defective upon arrival.,5,2024-08-17
R0567,P0017,Battery life could be better.,2,2023-05-20
R0568,P0025,The product was decent but packaging was bad.,3,2023-10-06
R0569,P0003,Amazing! Would buy again.,1,2023-10-16
R0570,P0039,Amazing! Would buy again.,5,2023-11-15
R0571,P0025,Very poor customer support experience.,3,2023-08-20
R0572,P0030,Good value for money and works as expected.,2,2023-06-12
R0573,P0010,The product was decent but packaging was bad.,2,2023-12-05
R0574,P0030,Excellent quality and delivery!,4,2023-05-23
R0575,P0014,Battery life could be better.,1,2024-06-09
R0576,P0011,Fast delivery and great performance.,5,2024-02-14
R0577,P0005,Excellent quality and delivery!,2,2023-09-16
R0578,P0017,It stopped working after a week.,5,2023-06-12
R0579,P0041,Battery life could be better.,2,2023-09-11
R0580,P0008,Fast delivery and great performance.,3,2023-06-07
R0581,P0025,Excellent quality and delivery!,4,2024-01-21
R0582,P0015,It stopped working after a week.,3,2024-02-14
R0583,P0003,Perfect product! Worth every rupee.,4,2023-10-20
R0584,P0002,Good value for money and works as expected.,5,2024-01-11
R0585,P0035,Very poor customer support experience.,5,2024-06-27
R0586,P0013,Perfect product! Worth every rupee.,1,2024-02-23
R0587,P0016,Exceeded expectations!,3,2023-01-02
R0588,P0043,Amazing! Would buy again.,4,2024-04-09
R0589,P0019,Fast delivery and great performance.,3,2023-06-04
R0590,P0025,Very poor customer support experience.,2,2023-09-23
R0591,P0008,Exceeded expectations!,1,2024-04-06
R0592,P0041,Perfect product! Worth every rupee.,5,2023-04-07
R0593,P0022,Amazing! Would buy again.,2,2023-03-05
R0594,P0044,Fast delivery and great performance.,1,2023-08-29
R0595,P0034,Exceeded expectations!,2,2023-11-11
R0596,P0046,Absolutely loved it! Highly recommend.,2,2024-06-23
R0597,P0031,The product was decent but packaging was bad.,2,2023-08-12
R0598,P0013,Very poor customer support experience.,2,2023-10-17
R0599,P0048,Terrible experience overall.,2,2024-04-20
R0600,P0031,It stopped working after a week.,3,2024-04-21
R0601,P0019,Item was defective upon arrival.,1,2023-03-21
R0602,P0007,Perfect product! Worth every rupee.,2,2023-12-11
R0603,P0013,Item was defective upon arrival.,4,2024-04-18
R0604,P0025,Absolutely loved it! Highly recommend.,2,2024-06-17
R0605,P0029,Not satisfied. Received wrong color.,5,2023-07-10
R0606,P0022,Excellent quality and delivery!,3,2023-03-08
R0607,P0005,Battery life could be better.,2,2024-01-26
R0608,P0028,Battery life could be better.,3,2023-01-10
R0609,P0038,Terrible experience overall.,1,2024-05-15
R0610,P0024,Good value for money and works as expected.,2,2023-07-16
R0611,P0026,Fast delivery and great performance.,3,2023-12-04
R0612,P0050,It stopped working after a week.,2,2023-10-01
R0613,P0028,Absolutely loved it! Highly recommend.,3,2024-01-02
R0614,P0007,Amazing! Would buy again.,3,2023-08-07
R0615,P0006,Battery life could be better.,1,2024-06-28
R0616,P0026,Exceeded expectations!,5,2023-01-11
R0617,P0003,Fast delivery and great performance.,4,2023-10-29
R0618,P0025,Fast delivery and great performance.,5,2024-07-31
R0619,P0033,Excellent quality and delivery!,1,2023-06-23
R0620,P0008,Exceeded expectations!,2,2024-02-01
R0621,P0002,Item was defective upon arrival.,5,2023-01-20
R0622,P0030,Very poor customer support experience.,3,2024-04-12
R0623,P0043,Good value for money and works as expected.,5,2024-09-15
R0624,P0006,Average quality for the price.,3,2023-04-23
R0625,P0025,The product was decent but packaging was bad.,3,2024-07-31
R0626,P0040,Item was defective upon arrival.,2,2024-03-16
R0627,P0041,Item was defective upon arrival.,1,2024-09-23
R0628,P0018,Terrible experience overall.,1,2024-09-01
R0629,P0020,Absolutely loved it! Highly recommend.,1,2024-07-25
R0630,P0042,Amazing! Would buy again.,4,2023-05-25
R0631,P0015,Perfect product! Worth every rupee.,5,2024-03-02
R0632,P0033,Battery life could be better.,4,2024-06-01
R0633,P0019,Perfect product! Worth every rupee.,1,2024-02-10
R0634,P0013,Good value for money and works as expected.,4,2023-11-05
R0635,P0031,Excellent quality and delivery!,3,2023-04-11
R0636,P0032,Perfect product! Worth every rupee.,3,2024-08-27
R0637,P0022,The product was decent but packaging was bad.,5,2024-04-19
R0638,P0044,The product was decent but packaging was bad.,3,2023-04-20
R0639,P0031,Exceeded expectations!,1,2023-08-30
R0640,P0037,It stopped working after a week.,5,2024-08-25
R0641,P0040,Exceeded expectations!,3,2023-11-23
R0642,P0046,Fast delivery and great performance.,5,2023-09-21
R0643,P0028,Average quality for the price.,2,2023-07-13
R0644,P0003,Battery life could be better.,4,2023-05-09
R0645,P0012,Very poor customer support experience.,3,2023-11-26
R0646,P0011,Fast delivery and great performance.,1,2024-03-11
R0647,P0024,Battery life could be better.,4,2024-09-29
R0648,P0004,Average quality for the price.,4,2023-07-14
R0649,P0035,Not satisfied. Received wrong color.,5,2024-07-19
R0650,P0032,Battery life could be better.,2,2023-10-08
R0651,P0033,Item was defective upon arrival.,2,2023-02-15
R0652,P0037,Average quality for the price.,5,2023-10-08
R0653,P0021,Amazing! Would buy again.,2,2023-04-10
R0654,P0017,Absolutely loved it! Highly recommend.,1,2024-01-17
R0655,P0023,Average quality for the price.,4,2024-05-27
R0656,P0002,Fast delivery and great performance.,5,2023-10-07
R0657,P0025,Absolutely loved it! Highly recommend.,5,2024-09-09
R0658,P0018,Excellent quality and delivery!,4,2023-06-19
R0659,P0039,Exceeded expectations!,4,2023-05-04
R0660,P0037,Absolutely loved it! Highly recommend.,3,2023-04-11
R0661,P0039,Not satisfied. Received wrong color.,4,2023-12-22
R0662,P0015,Not satisfied. Received wrong color.,4,2023-08-02
R0663,P0038,Not satisfied. Received wrong color.,1,2023-09-19
R0664,P0039,Perfect product! Worth every rupee.,1,2024-05-01
R0665,P0038,Fast delivery and great performance.,4,2023-07-08
R0666,P0038,Absolutely loved it! Highly recommend.,2,2023-05-12
R0667,P0017,Terrible experience overall.,5,2024-01-14
R0668,P0015,Not satisfied. Received wrong color.,1,2024-10-05
R0669,P0013,It stopped working after a week.,5,2024-06-15
R0670,P0016,Absolutely loved it! Highly recommend.,4,2024-01-02
R0671,P0027,Item was defective upon arrival.,1,2023-03-05
R0672,P0039,Average quality for the price.,5,2024-06-11
R0673,P0009,Battery life could be better.,3,2023-12-23
R0674,P0010,Terrible experience overall.,4,2023-11-06
R0675,P0014,Exceeded expectations!,3,2023-12-14
R0676,P0049,Very poor customer support experience.,1,2024-01-08
R0677,P0030,Excellent quality and delivery!,1,2024-09-24
R0678,P0047,Fast delivery and great performance.,1,2023-12-07
R0679,P0004,Item was defective upon arrival.,5,2024-09-29
R0680,P0046,Battery life could be better.,2,2024-10-27
R0681,P0012,Good value for money and works as expected.,2,2023-01-25
R0682,P0030,Excellent quality and delivery!,2,2023-12-28
R0683,P0035,The product was decent but packaging was bad.,1,2024-03-22
R0684,P0034,Exceeded expectations!,4,2023-04-13
R0685,P0038,Very poor customer support experience.,1,2023-01-16
R0686,P0025,Exceeded expectations!,4,2023-10-07
R0687,P0013,Very poor customer support experience.,5,2024-08-11
R0688,P0047,The product was decent but packaging was bad.,1,2024-08-07
R0689,P0048,Item was defective upon arrival.,1,2024-05-30
R0690,P0035,Exceeded expectations!,5,2023-04-18
R0691,P0006,It stopped working after a week.,2,2024-08-29
R0692,P0005,Not satisfied. Received wrong color.,5,2024-02-25
R0693,P0016,Battery life could be better.,2,2023-05-22
R0694,P0028,Exceeded expectations!,4,2023-09-23
R0695,P0040,Good value for money and works as expected.,5,2023-04-25
R0696,P0033,Amazing! Would buy again.,5,2023-01-12
R0697,P0040,The product was decent but packaging was bad.,3,2024-07-02
R0698,P0035,Excellent quality and delivery!,1,2024-05-31
R0699,P0024,The product was decent but packaging was bad.,3,2023-07-17
R0700,P0038,It stopped working after a week.,2,2024-07-11
R0701,P0030,Item was defective upon arrival.,4,2023-01-15
R0702,P0016,Amazing! Would buy again.,3,2024-10-14
R0703,P0046,Item was defective upon arrival.,4,2024-08-06
R0704,P0039,Very poor customer support experience.,5,2023-05-24
R0705,P0050,Amazing! Would buy again.,5,2023-07-22
R0706,P0016,Very poor customer support experience.,1,2024-02-15
R0707,P0033,Exceeded expectations!,3,2023-03-13
R0708,P0028,Battery life could be better.,1,2023-08-26
R0709,P0025,It stopped working after a week.,4,2024-10-11
R0710,P0026,Amazing! Would buy again.,5,2023-05-04
R0711,P0006,Excellent quality and delivery!,4,2024-07-12
R0712,P0005,Very poor customer support experience.,2,2024-10-02
R0713,P0027,Terrible experience overall.,5,2024-10-13
R0714,P0011,Average quality for the price.,2,2023-10-29
R0715,P0010,Battery life could be better.,3,2024-08-16
R0716,P0039,Terrible experience overall.,5,2023-11-23
R0717,P0049,It stopped working after a week.,4,2024-07-29
R0718,P0035,Item was defective upon arrival.,5,2024-01-30
R0719,P0037,Excellent quality and delivery!,1,2023-06-27
R0720,P0026,Terrible experience overall.,5,2024-09-30
R0721,P0030,Terrible experience overall.,4,2024-07-20
R0722,P0034,Perfect product! Worth every rupee.,2,2024-08-12
R0723,P0002,Good value for money and works as expected.,2,2023-02-08
R0724,P0033,Amazing! Would buy again.,3,2023-08-31
R0725,P0049,Item was defective upon arrival.,2,2024-09-12
R0726,P0032,Very poor customer support experience.,5,2023-10-29
R0727,P0011,Very poor customer support experience.,4,2023-03-11
R0728,P0009,Exceeded expectations!,4,2024-06-21
R0729,P0028,Fast delivery and great performance.,3,2023-12-02
R0730,P0043,Average quality for the price.,5,2024-03-31
R0731,P0047,Exceeded expectations!,1,2023-11-13
R0732,P0031,The product was decent but packaging was bad.,1,2024-07-04
R0733,P0037,It stopped working after a week.,2,2023-05-09
R0734,P0008,Very poor customer support experience.,4,2023-12-27
R0735,P0046,Terrible experience overall.,1,2024-03-16
R0736,P0038,Not satisfied. Received wrong color.,5,2023-02-27
R0737,P0020,Very poor customer support experience.,5,2024-04-17
R0738,P0006,Perfect product! Worth every rupee.,3,2024-03-20
R0739,P0045,Fast delivery and great performance.,4,2023-04-10
R0740,P0012,Very poor customer support experience.,1,2023-04-24
R0741,P0044,Fast delivery and great performance.,4,2023-11-30
R0742,P0048,Excellent quality and delivery!,1,2023-06-19
R0743,P0004,Exceeded expectations!,5,2024-08-26
R0744,P0043,Item was defective upon arrival.,5,2023-01-29
R0745,P0011,Excellent quality and delivery!,1,2023-04-23
R0746,P0041,Absolutely loved it! Highly recommend.,1,2023-06-16
R0747,P0013,The product was decent but packaging was bad.,5,2023-10-02
R0748,P0004,Good value for money and works as expected.,1,2023-01-16
R0749,P0047,Item was defective upon arrival.,1,2024-09-03
R0750,P0041,Fast delivery and great performance.,4,2024-02-01
R0751,P0025,Very poor customer support experience.,4,2023-01-13
R0752,P0021,Absolutely loved it! Highly recommend.,2,2023-02-08
R0753,P0026,Very poor customer support experience.,4,2024-02-07
R0754,P0034,Very poor customer support experience.,5,2024-09-18
R0755,P0005,The product was decent but packaging was bad.,4,2024-07-21
R0756,P0036,Terrible experience overall.,4,2024-10-03
R0757,P0027,Amazing! Would buy again.,5,2023-04-30
R0758,P0019,Perfect product! Worth every rupee.,3,2024-08-11
R0759,P0028,The product was decent but packaging was bad.,5,2023-05-06
R0760,P0008,Item was defective upon arrival.,4,2024-01-31
R0761,P0039,Not satisfied. Received wrong color.,1,2023-07-27
R0762,P0035,The product was decent but packaging was bad.,1,2023-11-13
R0763,P0025,Excellent quality and delivery!,2,2024-05-22
R0764,P0011,Very poor customer support experience.,3,2023-08-13
R0765,P0023,Amazing! Would buy again.,5,2024-07-28
R0766,P0038,It stopped working after a week.,2,2024-04-11
R0767,P0049,Battery life could be better.,5,2023-07-29
R0768,P0031,Very poor customer support experience.,3,2023-03-10
R0769,P0008,Terrible experience overall.,4,2024-08-25
R0770,P0041,Exceeded expectations!,2,2024-07-13
R0771,P0009,Not satisfied. Received wrong color.,1,2024-01-30
R0772,P0005,It stopped working after a week.,1,2024-09-26
R0773,P0012,Terrible experience overall.,4,2024-09-03
R0774,P0032,Exceeded expectations!,4,2024-04-01
R0775,P0007,Absolutely loved it! Highly recommend.,2,2023-01-23
R0776,P0029,Average quality for the price.,4,2024-07-24
R0777,P0046,Amazing! Would buy again.,3,2024-08-10
R0778,P0044,Perfect product! Worth every rupee.,2,2024-01-26
R0779,P0007,It stopped working after a week.,2,2024-04-27
R0780,P0037,It stopped working after a week.,2,2023-09-24
R0781,P0050,Not satisfied. Received wrong color.,1,2024-09-13
R0782,P0007,It stopped working after a week.,2,2024-10-18
R0783,P0004,Good value for money and works as expected.,3,2023-08-17
R0784,P0020,Average quality for the price.,5,2023-05-22
R0785,P0005,The product was decent but packaging was bad.,4,2024-07-22
R0786,P0025,Perfect product! Worth every rupee.,2,2024-09-20
R0787,P0023,Absolutely loved it! Highly recommend.,2,2024-03-24
R0788,P0021,Not satisfied. Received wrong color.,3,2023-05-29
R0789,P0024,Absolutely loved it! Highly recommend.,5,2023-10-20
R0790,P0046,Battery life could be better.,3,2024-09-26
R0791,P0050,Average quality for the price.,1,2024-10-31
R0792,P0010,Item was defective upon arrival.,4,2023-02-23
R0793,P0019,Fast delivery and great performance.,5,2024-01-03
R0794,P0003,Good value for money and works as expected.,5,2023-01-05
R0795,P0039,Absolutely loved it! Highly recommend.,2,2023-05-30
R0796,P0012,Battery life could be better.,4,2024-06-30
R0797,P0050,Good value for money and works as expected.,4,2023-10-04
R0798,P0042,Not satisfied. Received wrong color.,3,2024-03-01
R0799,P0005,Not satisfied. Received wrong color.,4,2023-07-11
R0800,P0009,Terrible experience overall.,2,2024-08-11
R0801,P0048,Good value for money and works as expected.,3,2023-12-22
R0802,P0030,It stopped working after a week.,4,2023-10-28
R0803,P0016,Not satisfied. Received wrong color.,1,2024-08-27
R0804,P0046,Good value for money and works as expected.,2,2024-08-19
R0805,P0010,Absolutely loved it! Highly recommend.,1,2024-03-13
R0806,P0003,Average quality for the price.,3,2024-08-09
R0807,P0046,Battery life could be better.,5,2023-07-07
R0808,P0034,Fast delivery and great performance.,4,2024-08-12
R0809,P0004,Exceeded expectations!,1,2023-06-20
R0810,P0044,Exceeded expectations!,5,2023-02-27
R0811,P0012,Terrible experience overall.,2,2024-06-21
R0812,P0020,Excellent quality and delivery!,2,2024-07-05
R0813,P0018,Battery life could be better.,1,2023-03-14
R0814,P0004,Perfect product! Worth every rupee.,3,2023-05-26
R0815,P0004,Perfect product! Worth every rupee.,3,2023-02-03
R0816,P0043,Battery life could be better.,3,2023-11-07
R0817,P0021,It stopped working after a week.,3,2023-07-01
R0818,P0009,Battery life could be better.,2,2023-05-23
R0819,P0011,Not satisfied. Received wrong color.,3,2023-08-17
R0820,P0002,Exceeded expectations!,5,2024-10-08
R0821,P0042,Fast delivery and great performance.,2,2024-10-10
R0822,P0049,Very poor customer support experience.,2,2024-05-23
R0823,P0037,Battery life could be better.,1,2024-08-27
R0824,P0043,Not satisfied. Received wrong color.,2,2023-06-06
R0825,P0015,Very poor customer support experience.,2,2024-07-22
R0826,P0011,Amazing! Would buy again.,5,2024-03-20
R0827,P0019,Item was defective upon arrival.,5,2024-01-06
R0828,P0032,Amazing! Would buy again.,3,2024-10-10
R0829,P0012,Fast delivery and great performance.,5,2023-04-04
R0830,P0042,Item was defective upon arrival.,3,2023-07-25
R0831,P0040,Not satisfied. Received wrong color.,1,2024-04-30
R0832,P0007,Not satisfied. Received wrong color.,1,2024-07-30
R0833,P0007,Not satisfied. Received wrong color.,3,2024-10-04
R0834,P0011,Terrible experience overall.,1,2023-09-05
R0835,P0017,Battery life could be better.,1,2024-06-12
R0836,P0041,Good value for money and works as expected.,2,2023-09-30
R0837,P0019,Battery life could be better.,3,2023-08-18
R0838,P0047,Terrible experience overall.,1,2024-03-29
R0839,P0011,Exceeded expectations!,3,2023-10-18
R0840,P0034,Good value for money and works as expected.,1,2024-10-02
R0841,P0004,It stopped working after a week.,1,2024-06-21
R0842,P0034,Average quality for the price.,4,2023-02-11
R0843,P0021,Good value for money and works as expected.,1,2024-04-17
R0844,P0040,Very poor customer support experience.,5,2023-10-08
R0845,P0026,Excellent quality and delivery!,5,2023-07-16
R0846,P0014,Good value for money and works as expected.,3,2024-03-05
R0847,P0045,Item was defective upon arrival.,5,2024-10-19
R0848,P0002,Fast delivery and great performance.,4,2023-10-28
R0849,P0010,Amazing! Would buy again.,3,2023-01-06
R0850,P0022,Very poor customer support experience.,1,2024-05-18
R0851,P0019,Exceeded expectations!,5,2023-01-04
R0852,P0018,Excellent quality and delivery!,3,2024-01-26
R0853,P0007,Average quality for the price.,5,2024-09-25
R0854,P0037,Perfect product! Worth every rupee.,2,2024-02-26
R0855,P0043,Fast delivery and great performance.,4,2023-10-09
R0856,P0050,Not satisfied. Received wrong color.,2,2024-09-04
R0857,P0001,It stopped working after a week.,4,2023-11-01
R0858,P0035,It stopped working after a week.,3,2023-12-10
R0859,P0035,Good value for money and works as expected.,5,2023-09-30
R0860,P0048,Good value for money and works as expected.,1,2023-03-30
R0861,P0022,The product was decent but packaging was bad.,1,2024-08-15
R0862,P0001,Amazing! Would buy again.,5,2023-09-26
R0863,P0050,The product was decent but packaging was bad.,4,2024-08-19
R0864,P0023,Good value for money and works as expected.,1,2023-05-22
R0865,P0035,Very poor customer support experience.,2,2023-06-16
R0866,P0017,Battery life could be better.,1,2024-04-02
R0867,P0031,Exceeded expectations!,1,2024-06-27
R0868,P0036,It stopped working after a week.,3,2024-04-26
R0869,P0025,Battery life could be better.,3,2024-09-05
R0870,P0011,Fast delivery and great performance.,4,2023-12-18
R0871,P0002,Amazing! Would buy again.,2,2024-07-16
R0872,P0040,Average quality for the price.,3,2023-11-08
R0873,P0023,Excellent quality and delivery!,5,2023-10-03
R0874,P0032,Absolutely loved it! Highly recommend.,5,2023-05-13
R0875,P0017,Exceeded expectations!,4,2024-06-20
R0876,P0022,It stopped working after a week.,1,2023-01-18
R0877,P0022,Average quality for the price.,4,2023-05-25
R0878,P0029,Terrible experience overall.,2,2024-06-13
R0879,P0012,The product was decent but packaging was bad.,1,2023-03-01
R0880,P0010,Exceeded expectations!,4,2023-07-10
R0881,P0025,The product was decent but packaging was bad.,5,2023-07-02
R0882,P0002,Item was defective upon arrival.,4,2024-06-02
R0883,P0032,Battery life could be better.,2,2023-10-26
R0884,P0020,Average quality for the price.,2,2023-06-26
R0885,P0028,It stopped working after a week.,2,2024-06-20
R0886,P0024,The product was decent but packaging was bad.,5,2023-01-22
R0887,P0011,Average quality for the price.,5,2023-09-18
R0888,P0022,Amazing! Would buy again.,3,2023-04-21
R0889,P0048,The product was decent but packaging was bad.,4,2024-08-24
R0890,P0011,Good value for money and works as expected.,3,2023-09-02
R0891,P0014,Not satisfied. Received wrong color.,1,2023-06-04
R0892,P0044,Terrible experience overall.,1,2024-07-26
R0893,P0019,Very poor customer support experience.,2,2024-05-29
R0894,P0024,It stopped working after a week.,5,2024-06-28
R0895,P0014,Perfect product! Worth every rupee.,5,2023-11-06
R0896,P0005,Absolutely loved it! Highly recommend.,2,2024-08-24
R0897,P0003,Fast delivery and great performance.,2,2023-02-05
R0898,P0035,Terrible experience overall.,4,2023-05-14
R0899,P0002,The product was decent but packaging was bad.,2,2024-07-09
R0900,P0002,Good value for money and works as expected.,4,2023-05-08
R0901,P0047,It stopped working after a week.,5,2023-04-19
R0902,P0049,Terrible experience overall.,2,2023-08-23
R0903,P0021,Average quality for the price.,3,2024-03-06
R0904,P0048,Battery life could be better.,3,2023-08-08
R0905,P0010,Perfect product! Worth every rupee.,1,2023-04-05
R0906,P0048,Good value for money and works as expected.,5,2024-01-18
R0907,P0046,Absolutely loved it! Highly recommend.,2,2024-09-17
R0908,P0022,Very poor customer support experience.,2,2023-09-16
R0909,P0043,Terrible experience overall.,4,2024-02-24
R0910,P0037,Good value for money and works as expected.,5,2023-08-20
R0911,P0042,Item was defective upon arrival.,1,2024-08-13
R0912,P0030,Not satisfied. Received wrong color.,3,2024-08-03
R0913,P0020,Good value for money and works as expected.,2,2023-03-11
R0914,P0024,Amazing! Would buy again.,5,2024-08-22
R0915,P0043,Fast delivery and great performance.,2,2023-05-14
R0916,P0039,Exceeded expectations!,4,2023-10-21
R0917,P0015,Average quality for the price.,5,2024-10-22
R0918,P0016,Absolutely loved it! Highly recommend.,2,2024-08-24
R0919,P0013,Good value for money and works as expected.,3,2024-03-20
R0920,P0032,Exceeded expectations!,3,2024-10-03
R0921,P0032,Fast delivery and great performance.,2,2023-10-28
R0922,P0049,Not satisfied. Received wrong color.,1,2024-08-18
R0923,P0035,Fast delivery and great performance.,2,2024-02-19
R0924,P0044,Terrible experience overall.,5,2023-01-27
R0925,P0033,Item was defective upon arrival.,1,2024-02-29
R0926,P0013,Fast delivery and great performance.,5,2024-01-05
R0927,P0034,Not satisfied. Received wrong color.,4,2024-03-02
R0928,P0002,Perfect product! Worth every rupee.,1,2023-06-04
R0929,P0040,Average quality for the price.,4,2023-02-13
R0930,P0045,Item was defective upon arrival.,2,2023-05-22
R0931,P0009,Excellent quality and delivery!,5,2024-07-30
R0932,P0033,Perfect product! Worth every rupee.,5,2023-08-17
R0933,P0014,Perfect product! Worth every rupee.,5,2023-04-30
R0934,P0024,Perfect product! Worth every rupee.,3,2023-11-23
R0935,P0003,The product was decent but packaging was bad.,1,2024-02-19
R0936,P0032,Terrible experience overall.,5,2024-09-01
R0937,P0040,Amazing! Would buy again.,4,2023-08-17
R0938,P0042,Excellent quality and delivery!,2,2024-08-03
R0939,P0028,Very poor customer support experience.,5,2023-11-17
R0940,P0018,Amazing! Would buy again.,3,2023-08-20
R0941,P0030,Good value for money and works as expected.,2,2024-10-05
R0942,P0011,Item was defective upon arrival.,5,2023-10-17
R0943,P0019,Average quality for the price.,3,2023-08-30
R0944,P0050,Terrible experience overall.,2,2023-09-08
R0945,P0004,Very poor customer support experience.,2,2023-11-17
R0946,P0032,Excellent quality and delivery!,5,2023-07-17
R0947,P0026,The product was decent but packaging was bad.,4,2023-03-02
R0948,P0007,Good value for money and works as expected.,3,2023-07-30
R0949,P0041,Good value for money and works as expected.,2,2023-12-09
R0950,P0021,It stopped working after a week.,4,2024-02-08
R0951,P0032,Terrible experience overall.,2,2024-10-22
R0952,P0043,Not satisfied. Received wrong color.,1,2023-03-20
R0953,P0044,Average quality for the price.,4,2024-08-24
R0954,P0021,Absolutely loved it! Highly recommend.,5,2023-09-14
R0955,P0023,It stopped working after a week.,1,2024-09-08
R0956,P0024,Not satisfied. Received wrong color.,2,2023-06-01
R0957,P0050,The product was decent but packaging was bad.,3,2024-02-26
R0958,P0039,Not satisfied. Received wrong color.,3,2023-05-31
R0959,P0022,The product was decent but packaging was bad.,3,2024-06-13
R0960,P0040,Excellent quality and delivery!,2,2023-12-09
R0961,P0022,Very poor customer support experience.,1,2024-04-25
R0962,P0005,Item was defective upon arrival.,2,2023-11-21
R0963,P0004,Terrible experience overall.,3,2023-06-16
R0964,P0002,Exceeded expectations!,4,2024-01-05
R0965,P0003,It stopped working after a week.,1,2023-07-21
